 energy   cTheta  phi     prob_b  spheri  pt2rel  multip  bqvjet  ptlrel  nnbjet isb
 40.2014  0.4366 -2.2108  0.0023  0.0624  0.0240  0.1356  0.0417 -0.0003  0.0482 0 
 47.0710  0.0675 -0.8300  0.4128  0.4106  0.0846  0.6070  0.4449 -0.0003  0.9971 1 
 45.2674 -0.0473  2.3180  0.0304  0.5021  0.1109  0.5694  0.0638 -0.0003  0.2984 1 
 50.3304 -0.6666  1.4464  0.0587  0.3583  0.0966  0.3409  0.0816 -0.0003  0.4263 0 
 41.3214  0.6664 -1.6818  0.1157  0.1826  0.0291  0.3141  0.0598 -0.0003  0.3052 0 
 48.9082  0.1774  2.5798  0.0030  0.3640  0.0912  0.3435  0.0225 -0.0003  0.1613 0 
 35.1019 -0.1837 -0.5941  0.0389  0.1787  0.0126  0.5163  0.0726 -0.0003  0.1673 0 
 45.5665  0.6940  0.8962  0.1393  0.5863  0.0214  0.3498  0.2625 -0.0003  0.8272 1 
 17.8744 -0.6741 -2.2573  0.1983  0.4663  0.0338  0.2896  0.1352 -0.0003  0.7743 1 
 49.2531 -0.6023  0.0222  0.0089  0.1822  0.1880  0.3857  0.1138 -0.0003  0.1886 0 
 46.1921  0.6280  3.0540  0.0811  0.7282  0.0257  0.4793  0.1351 -0.0003  0.6996 0 
 48.0385  0.2536  2.8598  0.0019  0.3406  0.2020  0.5607  0.0350 -0.0003  0.2202 0 
 46.7842 -0.2603 -0.2907  0.0655  0.6247  0.0328  0.5211  0.0287 -0.0003  0.4801 0 
 48.5878 -0.3327 -2.0701  0.0248  0.4404  0.2405  0.2580  0.0308 -0.0003  0.2745 0 
 47.1260  0.3446  1.0625  0.0440  0.1115  0.0076  0.1734  0.1151 -0.0003  0.0723 0 
 48.1605 -0.1799 -2.2404  0.0183  0.2778  0.0404  0.4310  0.0358  0.0630  0.2396 0 
 46.9123  0.1756  0.9058  0.0935  0.2074  0.0311  0.3472  0.0228 -0.0003  0.2679 0 
 45.3742  0.7181  2.0045  0.0202  0.6020  0.0225  0.3940  0.0643 -0.0003  0.1740 0 
 35.5566 -0.7440 -1.0786  0.0592  0.3353  0.1307  0.5612  0.0375 -0.0003  0.3672 0 
 40.9888 -0.6734  0.8656  0.1032  0.5684  0.0425  0.4497  0.0543  0.1121  0.7315 1 
 24.7929  0.6876 -2.2950  0.0777  0.4128  0.0297  0.4161  0.0464 -0.0003  0.4303 1 
 46.1494  0.7244  2.8715  0.1634  0.1286  0.0360  0.3051  0.0634 -0.0003  0.3916 0 
 44.1291 -0.7145 -0.2188  0.0071  0.2850  0.0404  0.3969  0.0096 -0.0003  0.1232 0 
 41.4527 -0.7425  1.4178  0.0095  0.3759  0.1953  0.4932  0.1043 -0.0003  0.2788 0 
 34.6563  0.7007 -1.6039  0.0262  0.4831  0.0261  0.2826  0.0120 -0.0003  0.1735 0 
 46.7994 -0.6145 -0.2890  0.0059  0.6087  0.0503  0.5211  0.0037 -0.0003  0.1804 0 
 45.0843  0.6263  2.8576  0.0014  0.3513  0.0609  0.3946  0.0113 -0.0003  0.1500 0 
 49.5125  0.1054  0.5414  0.0032  0.2939  0.0600  0.5136  0.0172 -0.0003  0.1505 0 
 40.3784 -0.1118 -2.6048  0.0010  0.4144  0.0109  0.2710  0.0618 -0.0003  0.0673 0 
 52.8725  0.6379  2.8300  0.1653  0.2355  0.0544  0.2104  0.1378 -0.0003  0.7368 0 
 35.2117 -0.6210 -0.3294  0.0282  0.2079  0.0308  0.2345  0.0805 -0.0003  0.1040 0 
 53.0007 -0.0829  0.8816  0.0474  0.3568  0.0332  0.2103  0.0508 -0.0003  0.2107 0 
 49.3568  0.0805 -2.2705  0.0327  0.0980  0.0568  0.2998  0.0327 -0.0003  0.0881 0 
 44.8035 -0.4185  1.2964  0.3694  0.6265  0.0603  0.4392  0.1235 -0.0003  0.9124 1 
 37.5738  0.4387 -1.8353  0.4760  0.1644  0.0522  0.3684  0.5144 -0.0003  0.9949 1 
 42.5788 -0.4743 -2.8464  0.0140  0.3044  0.0416  0.2226  0.0966 -0.0003  0.1673 0 
 41.2268  0.5320  0.2880  0.0329  0.2856  0.0945  0.4041  0.0120 -0.0003  0.2140 0 
 60.0198  0.1348  2.1557  0.0162  0.1716  0.0652  0.3263  0.0270 -0.0003  0.1097 0 
 51.6335 -0.1495 -1.0015  0.0219  0.3028  0.0209  0.2541  0.1371 -0.0003  0.1515 0 
 44.0070  0.4719  0.8262  0.0040  0.6577  0.0957  0.5295  0.1487 -0.0003  0.3333 0 
 42.9358 -0.4603 -2.3669  0.0071  0.4482  0.0953  0.4886  0.1069 -0.0003  0.2400 0 
 50.3761  0.1771  1.3314  0.0059  0.4117  0.1649  0.4687  0.0593 -0.0003  0.2266 0 
 46.3813 -0.1615 -1.7726  0.0996  0.1322  0.0480  0.5223  0.0606 -0.0003  0.3889 0 
 49.3629 -0.5703 -1.7337  0.0244  0.2134  0.0130  0.2141  0.0339 -0.0003  0.0558 0 
 46.1921  0.5698  1.3967  0.0072  0.3034  0.0131  0.2179  0.0036 -0.0003  0.0711 0 
 47.0100 -0.7446  0.6781  0.1092  0.1421  0.0744  0.4771  0.0394 -0.0003  0.3869 0 
 39.2309  0.7130 -2.5463  0.0399  0.4952  0.0920  0.5006  0.0212 -0.0003  0.2816 0 
 46.2104  0.1465  0.8178  0.1059  0.4439  0.0837  0.5228  0.2441 -0.0003  0.8739 1 
 37.5433 -0.1927 -2.2857  0.9046  0.5624  0.0413  0.5528  0.4009 -0.0003  0.9940 1 
 46.0365  0.7079  1.2500  0.0928  0.1417  0.0557  0.3489  0.1539  0.0799  0.5821 1 
 43.9765 -0.7193 -1.8118  0.0949  0.6916  0.0314  0.4414  0.2143 -0.0003  0.8330 1 
 46.4149  0.0145  0.1667  0.0084  0.1386  0.0417  0.5222  0.0692 -0.0003  0.1172 0 
 46.1677  0.0095 -3.0018  0.0024  0.1459  0.0082  0.1307  0.0168  0.0896  0.0962 0 
 46.9429 -0.6584 -1.3441  0.0508  0.3886  0.0220  0.4773  0.1243 -0.0003  0.4010 0 
 45.3376  0.6409  1.8050  0.0130  0.3288  0.0209  0.2189  0.0413 -0.0003  0.0848 0 
 47.4098  0.5374 -1.9918  0.0183  0.8180  0.0118  0.1731  0.0102 -0.0003  0.1456 0 
 45.2277 -0.4848  1.1498  0.0129  0.7940  0.0791  0.7886  0.0107 -0.0003  0.2923 0 
 61.0117  0.6529  2.1349  0.0127  0.3939  0.1115  0.3250  0.1994 -0.0003  0.4330 0 
 40.1679 -0.6891 -1.0035  0.0043  0.3387  0.0285  0.2713  0.0295 -0.0003  0.0849 0 
 47.6112 -0.1042 -1.9613  0.0028  0.2523  0.0486  0.3891  0.1036 -0.0003  0.1302 0 
 40.2747  0.0836  1.1609  0.0572  0.2360  0.0672  0.3163  0.1263 -0.0003  0.4089 0 
 48.9998 -0.1946  2.5954  0.0586  0.1026  0.0492  0.2575  0.0728 -0.0003  0.1233 0 
 42.6490  0.1907 -0.5505  0.0090  0.3967  0.0236  0.1335  0.0333  0.1561  0.3501 0 
 49.0852 -0.2534  1.9174  0.0646  0.5167  0.1385  0.6005  0.1336 -0.0003  0.5461 1 
 43.3082  0.2449 -1.1519  0.0276  0.5667  0.0167  0.4432  0.2884 -0.0003  0.5164 1 
 46.9795 -0.5056 -1.3796  0.0219  0.3775  0.0990  0.5639  0.0068 -0.0003  0.2276 0 
 44.3702  0.5344  1.7763  0.0137  0.4001  0.0478  0.3523  0.0469 -0.0003  0.1799 0 
 43.4211  0.1402 -0.3392  0.4053  0.4286  0.1188  0.6643  0.4428 -0.0003  0.9982 1 
 33.7346 -0.1479  2.7783  0.1502  0.9019  0.0184  0.3322  0.1993 -0.0003  0.8357 1 
 49.9245  0.6553 -3.0565  0.6627  0.7720  0.0424  0.4698  0.6444 -0.0003  0.9981 1 
 47.5410 -0.6562  0.1132  0.0220  0.2737  0.0480  0.5622  0.0555 -0.0003  0.2360 1 
 39.3194  0.5588 -2.0851  0.0324  0.2789  0.0384  0.2729  0.0363 -0.0003  0.1519 0 
 34.3084 -0.5586  1.0760  0.0259  0.2093  0.0561  0.4251  0.0313  0.2081  0.3572 0 
 45.0507 -0.7920 -2.4372  0.0917  0.1619  0.0380  0.6140  0.0638 -0.0003  0.4613 1 
 42.2370  0.7997  0.6915  0.3046  0.5378  0.0431  0.2231  0.4671 -0.0003  0.9929 1 
 47.4617  0.5523 -0.4248  0.6328  0.5691  0.0656  0.5192  0.5408 -0.0003  0.9974 1 
 36.7987 -0.5384  2.7242  0.6818  0.2198  0.1017  0.1853  0.2921  0.6517  0.9993 1 
 52.4727 -0.0163 -2.4566  0.0041  0.0989  0.0410  0.2952  0.0895 -0.0003  0.0622 0 
 40.4456  0.0163  0.6840  0.0450  0.1627  0.0242  0.3611  0.0400 -0.0003  0.1018 0 
 48.5298  0.1786 -2.6006  0.1163  0.7732  0.1071  0.5592  0.1082 -0.0003  0.7634 1 
 29.5750 -0.1536  0.4632  0.1990  0.5137  0.0456  0.4931  0.1904  0.1671  0.9290 1 
 52.1340  0.2453  3.0999  0.0128  0.3253  0.0631  0.2112  0.0768 -0.0003  0.2408 0 
 41.6327 -0.2521 -0.0534  0.0179  0.1871  0.0165  0.2687  0.0611 -0.0003  0.0498 0 
 50.5470 -0.0058  1.0189  0.3633  0.5982  0.0539  0.3406  0.6253  0.3549  0.9996 1 
 46.1341  0.0025 -2.1148  0.4961  0.5373  0.0367  0.7409  0.8687 -0.0003  0.9985 1 
 46.8605 -0.1094 -1.5496  0.0070  0.1667  0.0220  0.2170  0.0639 -0.0003  0.0471 0 
 33.1579  0.0937  1.5918  0.0349  0.1546  0.0155  0.3339  0.0877 -0.0003  0.0753 0 
 45.2735 -0.4711 -0.2454  0.0198  0.5223  0.0450  0.3504  0.0963 -0.0003  0.2837 0 
 40.1801  0.4628  2.9128  0.0243  0.2049  0.1515  0.4070  0.0746 -0.0003  0.2020 0 
 53.0892  0.7213  1.5134  0.0609  0.2369  0.2491  0.4625  0.0458 -0.0003  0.3549 0 
 36.6644 -0.7189 -1.5984  0.0793  0.4292  0.0191  0.2318  0.0119 -0.0003  0.2436 0 
 48.3162  0.6593  2.3526  0.0060  0.3476  0.0944  0.3014  0.0193 -0.0003  0.1739 0 
 42.5544 -0.6577 -0.7919  0.0026  0.2100  0.0171  0.2226  0.0855  0.1724  0.4009 0 
 47.7577 -0.5069  1.4704  0.0532  0.7741  0.0349  0.3887  0.0727 -0.0003  0.4618 1 
 40.2838  0.5118 -1.6845  0.3450  0.4768  0.0523  0.4519  0.4449  0.2061  0.9986 1 
 47.4952  0.1224  3.1297  0.0327  0.4078  0.0546  0.2596  0.0563 -0.0003  0.2987 0 
 46.6468 -0.1496 -0.0093  0.0304  0.2724  0.0590  0.5215  0.0284 -0.0003  0.2390 0 
 43.4546 -0.5952  1.5148  0.0264  0.4740  0.1236  0.7970  0.0628 -0.0003  0.3732 0 
 32.3644  0.6211 -1.6308  0.1338  0.1942  0.0184  0.1921 -0.0200 -0.0003  0.3065 0 
 50.0893 -0.5903 -2.4726  0.0800  0.2097  0.1152  0.5974  0.1794 -0.0003  0.7053 0 
 41.3764  0.5801  0.6832  0.0136  0.4011  0.0912  0.3589  0.0552 -0.0003  0.2095 0 
 49.5430 -0.4296 -0.0891  0.0219  0.1434  0.0982  0.4279  0.0195 -0.0003  0.1149 0 
 43.7537  0.4402  3.0464  0.0298  0.7408  0.0298  0.4420  0.0551 -0.0003  0.2906 0 
 53.9437  0.4755  1.1464  0.0210  0.1064  0.1639  0.2094  0.0117 -0.0003  0.0763 0 
 45.0629 -0.4604 -2.0252  0.0008  0.3163  0.0242  0.2193  0.0236 -0.0003  0.0760 0 
 51.3619 -0.4982  2.5285  0.0329  0.0775  0.0139  0.2120  0.1264 -0.0003  0.0656 0 
 40.2686  0.4903 -0.6102  0.0631  0.1312  0.0409  0.2260  0.0211 -0.0003  0.1200 0 
 49.6162 -0.2287  2.7626  0.4891  0.4247  0.0548  0.3422  0.4290 -0.0003  0.9968 1 
 42.7649  0.2452 -0.3839  0.5433  0.2537  0.0488  0.5336  0.7005 -0.0003  0.9984 1 
 46.7384  0.3581  2.5293  0.0456  0.1591  0.0770  0.2606  0.0237 -0.0003  0.1647 0 
 46.6835 -0.4012 -0.6391  0.0381  0.5214  0.0304  0.2173  0.1000 -0.0003  0.2461 0 
 46.2623  0.5176  0.0351  0.1344  0.2795  0.0225  0.3920  0.2332 -0.0003  0.7345 0 
 37.2564 -0.5007 -3.1279  0.0151  0.7888  0.0296  0.4154  0.0204  0.0164  0.2275 0 
 58.1338  0.0558  0.8963  0.0136  0.1576  0.0332  0.4932  0.0148 -0.0003  0.1051 0 
 38.6999 -0.0201 -2.2376  0.1726  0.4868  0.0464  0.3654  0.0759 -0.0003  0.7499 0 
 47.9896  0.7380 -0.1307  0.3708  0.6657  0.0274  0.4746  0.9898 -0.0003  0.9985 1 
 46.4851 -0.7326  3.0043  0.0718  0.4037  0.0407  0.3915  0.0356 -0.0003  0.4181 1 
 50.6386 -0.6390 -0.6542  0.0975  0.3524  0.0557  0.5532  0.2053 -0.0003  0.7846 1 
 36.6247  0.6430  2.4596  0.1053  0.2622  0.0260  0.5102  0.3032  0.0992  0.8764 1 
 43.4272  0.0107 -2.8982  0.0117  0.3061  0.0164  0.3986  0.0281 -0.0003  0.0774 0 
 43.2288 -0.0102  0.2959  0.0043  0.2622  0.0579  0.4877  0.1050 -0.0003  0.1741 0 
 47.8218 -0.6009 -1.6471  0.2299  0.2450  0.2025  0.3886  0.3077 -0.0003  0.9874 1 
 46.7414  0.6271  1.5712  0.3133  0.1144  0.0625  0.4778  0.5211 -0.0003  0.9944 1 
 49.8054  0.3778 -0.2758  0.0626  0.1069  0.1794  0.4700  0.1303 -0.0003  0.3511 0 
 49.3019 -0.3533  2.9100  0.0379  0.6509  0.0871  0.4284  0.0331 -0.0003  0.3050 0 
 44.8554 -0.2189 -2.9151  0.0559  0.6025  0.0942  0.3073  0.1332 -0.0003  0.6026 1 
 43.2471  0.1935  0.1747  0.6571  0.6977  0.0506  0.5320  0.8477 -0.0003  0.9984 1 
 47.4037  0.2148 -2.3069  0.0110  0.1964  0.0423  0.6059  0.0803  0.0879  0.2715 0 
 45.7221 -0.2478  0.8293  0.0526  0.0520  0.0195  0.1311  0.0307 -0.0003  0.0529 0 
 49.4453  0.0433  0.0954  0.0065  0.4517  0.0963  0.4281  0.0208 -0.0003  0.1784 0 
 48.5267 -0.0668 -3.0733  0.0090  0.4106  0.0117  0.2581  0.0909 -0.0003  0.0892 0 
 48.8777  0.7437 -1.4176  0.0197  0.3132  0.3117  0.6011  0.0356 -0.0003  0.3005 0 
 48.0720 -0.7726  1.7163  0.0200  0.2570  0.1006  0.5175  0.0336 -0.0003  0.2002 0 
 50.4128  0.7247 -1.8485  0.0264  0.3951  0.0921  0.5964  0.0677 -0.0003  0.3018 0 
 45.6947 -0.7123  1.2654  0.1106  0.3236  0.0194  0.1311  0.0040 -0.0003  0.2864 0 
 45.5421 -0.0355 -2.2945  0.0550  0.6855  0.0196  0.0875  0.0143 -0.0003  0.2214 0 
 38.7549  0.0500  0.8556  0.0000  0.1070  0.0174  0.1370  0.0534 -0.0003  0.0434 0 
 33.2891  0.2519 -0.8236  0.3986  0.6713  0.0403  0.5717  0.1296  0.2557  0.9918 1 
 30.7103 -0.2177  2.2369  0.6386  0.6865  0.1070  0.3901  0.3857  0.2806  0.9979 1 
 52.3720 -0.5956  1.3329  0.2731  0.3175  0.0610  0.5485  0.5181 -0.0003  0.9971 1 
 45.0294  0.5928 -1.8264  0.4380  0.4542  0.0412  0.4825  0.5836 -0.0003  0.9978 1 
 44.3977 -0.4902  1.4886  0.5451  0.4835  0.0804  0.2201  0.4316 -0.0003  0.9975 1 
 42.4567  0.5036 -1.6393  0.0202  0.7702  0.0267  0.3119  0.0400 -0.0003  0.1864 1 
 46.6468 -0.5753  2.1287  0.0150  0.1397  0.1387  0.3477  0.0434 -0.0003  0.0957 0 
 43.1617  0.5724 -1.0412  0.0996  0.5864  0.0808  0.5323  0.0688 -0.0003  0.5693 0 
 44.5655 -0.5611 -0.9051  0.2622  0.4236  0.0346  0.2639  0.2097 -0.0003  0.8947 1 
 43.4607  0.5352  2.2399  0.1973  0.4150  0.0618  0.7084  0.2150 -0.0003  0.9571 1 
 49.0761 -0.0514  1.0260  0.0049  0.2616  0.0162  0.2574  0.1137 -0.0003  0.0731 0 
 42.0691  0.0738 -2.1286  0.0112  0.0933  0.1986  0.2233  0.0060 -0.0003  0.0657 0 
 45.0477 -0.4491  0.0574  0.0068  0.3908  0.1042  0.3070  0.0226 -0.0003  0.1822 0 
 43.8270  0.4435 -3.0691  0.0079  0.5066  0.0808  0.5743  0.0244 -0.0003  0.2004 0 
 43.8972 -0.4067  0.6796  0.1256  0.2390  0.1191  0.3533  0.0992  0.7607  0.9948 1 
 42.5666  0.3814 -2.4363  0.2850  0.3220  0.0368  0.4452  0.3891 -0.0003  0.9878 1 
 44.4923  0.5435  2.7581  0.0133  0.2945  0.0174  0.2640  0.0222 -0.0003  0.0675 0 
 42.3896 -0.5425 -0.4028  0.0718  0.1580  0.1275  0.4011  0.0478 -0.0003  0.2820 0 
 47.7943 -0.5725 -2.8795  0.0616  0.4617  0.0294  0.3887  0.0285 -0.0003  0.3572 0 
 36.3104  0.5651  0.2251  0.0113  0.3628  0.0234  0.2790  0.0099 -0.0003  0.1013 0 
 38.9899  0.7447  2.0719  0.2223  0.6549  0.0372  0.3647  0.2916 -0.0003  0.9639 1 
 30.0023 -0.7622 -1.0959  0.0666  0.3797  0.0496  0.4419  0.1433  0.3212  0.8932 1 
 40.6043 -0.6372 -1.8205  0.0546  0.7138  0.0208  0.3156  0.0178  0.2108  0.6899 1 
 27.2007  0.5996  1.3169  0.1216  0.5157  0.0365  0.3033  0.1313 -0.0003  0.7254 1 
 45.3742  0.6024 -1.9419  0.0282  0.4304  0.0801  0.3064  0.1331 -0.0003  0.4389 0 
 43.1647 -0.6057  1.2120  0.0015  0.3348  0.0280  0.2661  0.0229 -0.0003  0.0816 0 
 53.8918  0.4621 -2.6357  0.0029  0.3691  0.1187  0.4607  0.1281 -0.0003  0.2373 0 
 39.2432 -0.4632  0.5370  0.0301  0.1051  0.0448  0.1365  0.1524 -0.0003  0.1775 0 
 51.7708 -0.0042  0.3052  0.0013  0.4437  0.0442  0.2539  0.0471 -0.0003  0.1534 0 
 45.8045  0.0209 -2.8345  0.0043  0.5301  0.1882  0.5677  0.0336  0.2375  0.4333 0 
 51.0079  0.5165  0.9489  0.0029  0.5235  0.0203  0.3398  0.0447 -0.0003  0.0941 0 
 40.8362 -0.5006 -2.1765  0.0081  0.1316  0.0299  0.4052  0.0389 -0.0003  0.0631 0 
 48.6671  0.1920 -1.0954  0.0494  0.7220  0.0995  0.4728  0.1436 -0.0003  0.5678 0 
 46.8055 -0.1885  2.0208  0.0096  0.5069  0.0115  0.2171  0.0274 -0.0003  0.0970 0 
 48.2063 -0.0638  1.0059  0.1193  0.5197  0.0561  0.7756  0.1384 -0.0003  0.8527 1 
 42.9572  0.0655 -2.1535  0.1367  0.3737  0.1376  0.3109  0.1484 -0.0003  0.8198 1 
 48.5267  0.7618 -0.5849  0.0405  0.5048  0.0684  0.4302  0.0394 -0.0003  0.3125 0 
 42.8229 -0.7768  2.5643  0.0026  0.1127  0.0138  0.1333  0.0192 -0.0003  0.0443 0 
 47.9072  0.7922  1.4467  0.0683  0.4794  0.0133  0.3453  0.0754 -0.0003  0.2505 0 
 46.0395 -0.7951 -1.7102  0.0151  0.5743  0.1552  0.5669  0.0331 -0.0003  0.2566 0 
 45.4932  0.5208  2.5848  0.1400  0.3270  0.0261  0.3500  0.0865  0.1069  0.7393 0 
 41.3489 -0.5608 -0.5255  0.0569  0.2656  0.1116  0.4487  0.0657  0.1584  0.5332 0 
 53.2570  0.0326  2.1317  0.0502  0.4720  0.0323  0.2941  0.0838 -0.0003  0.3055 0 
 48.0598 -0.0285 -1.0126  0.0056  0.3012  0.0494  0.4313  0.0276 -0.0003  0.1376 0 
 47.1412  0.3892  1.6260  0.0666  0.3146  0.2442  0.3034  0.0593 -0.0003  0.4281 0 
 41.6663 -0.4111 -1.5164  0.0092  0.2177  0.2211  0.6269  0.0060 -0.0003  0.2151 0 
 52.9732  0.6068  0.7077  0.0209  0.3758  0.1357  0.5048  0.0579 -0.0003  0.2522 0 
 50.8461 -0.5986 -2.3900  0.0057  0.4485  0.0159  0.1700  0.0064 -0.0003  0.1208 0 
 43.2197 -0.6328  0.0462  0.0338  0.1361  0.0375  0.3547  0.0079 -0.0003  0.0978 0 
 34.1161  0.6489  3.1380  0.2208  0.5019  0.0753  0.2366  0.2728 -0.0003  0.9723 0 
 44.6235  0.3969 -0.4146  0.0758  0.1708  0.0675  0.4836  0.0900 -0.0003  0.3947 0 
 41.2696 -0.3835  2.7215  0.1211  0.2303  0.0296  0.4489  0.1671 -0.0003  0.6539 0 
 52.0424  0.3242 -0.6180  0.0023  0.1265  0.0971  0.3381  0.0384  0.1619  0.1251 0 
 45.8350 -0.3204  2.5422  0.0556  0.4322  0.1666  0.3930  0.0963 -0.0003  0.3954 0 
 47.2206  0.6896 -0.4126  0.0061  0.6145  0.0257  0.4765  0.0803 -0.0003  0.1786 0 
 46.8208 -0.6624  2.7117  0.0410  0.2109  0.1291  0.4342  0.0461 -0.0003  0.2349 0 
 48.0781  0.1356  1.5507  0.1557  0.4859  0.0355  0.6900  0.3428 -0.0003  0.9667 0 
 44.0589 -0.1537 -1.5958  0.0801  0.1771  0.0650  0.3970  0.0803  0.2513  0.6501 0 
 47.0100 -0.4826  1.9628  0.0178  0.5153  0.0910  0.7373  0.0246 -0.0003  0.2712 0 
 44.9500  0.4568 -1.1674  0.0109  0.1309  0.1050  0.1756  0.0110 -0.0003  0.1039 0 
 46.0853 -0.1284 -0.2752  0.0049  0.1379  0.0475  0.1308  0.0345 -0.0003  0.0854 0 
 37.5799  0.1273  2.8667  0.0286  0.5759  0.0221  0.2763  0.0500 -0.0003  0.1575 0 
 44.5716 -0.0976 -2.7591  0.0151  0.0749  0.0153  0.2639  0.0208 -0.0003  0.0376 0 
 44.0589  0.0951  0.4101  0.0294  0.3228  0.0385  0.2206  0.0250 -0.0003  0.1785 0 
 61.8997 -0.2377 -2.4916  0.0250  0.4820  0.0291  0.1619  0.0168 -0.0003  0.1983 0 
 49.3599  0.2311  0.6794  0.1375  0.1016  0.0353  0.2141  0.0994 -0.0003  0.3036 0 
 45.2705 -0.2846 -0.4018  0.0024  0.3220  0.0353  0.3504  0.0595 -0.0003  0.0934 0 
 43.2685  0.2622  2.7247  0.0018  0.2392  0.0452  0.2660  0.0443 -0.0003  0.0842 0 
 42.2065 -0.3584  2.7079  0.0437  0.3133  0.0832  0.2231  0.0134 -0.0003  0.3109 0 
 35.7671  0.3812 -0.4539  0.0174  0.4157  0.0398  0.3735  0.0759 -0.0003  0.1960 0 
 42.6551 -0.4076 -3.0098  0.0382  0.1234  0.0469  0.3115  0.0804 -0.0003  0.1167 0 
 36.9146  0.4193  0.1248  0.0533  0.6301  0.0185  0.0926  0.0222 -0.0003  0.2003 0 
 49.8756  0.2424 -1.3657  0.1046  0.6631  0.1670  0.8116  0.0823 -0.0003  0.6657 0 
 41.5839 -0.2109  1.8248  0.0118  0.2088  0.0551  0.7168  0.0727  0.1612  0.3852 0 
 41.0407 -0.2311  1.1621  0.0953  0.5900  0.0576  0.4496  0.1115  0.1504  0.8099 1 
 40.8820  0.1375 -1.9957  0.0606  0.5276  0.2188  0.7201  0.0510  0.8808  0.9327 1 
 52.5338 -0.1443 -2.1724  0.0113  0.1204  0.1123  0.3794  0.0071 -0.0003  0.0792 0 
 41.4893  0.1253  0.9827  0.0100  0.5264  0.0164  0.2690  0.0172 -0.0003  0.1062 0 
 52.9671  0.0656  0.8076  0.0049  0.3030  0.0816  0.4628  0.0441 -0.0003  0.1554 0 
 37.1679 -0.0227 -2.3256  0.0443  0.3457  0.0385  0.5543  0.1159  0.0507  0.5014 0 
